runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,oddball_blocks.thisRepN,oddball_blocks.thisTrialN,oddball_blocks.thisN,oddball_blocks.thisIndex,thisRow.t,notes,Oddball_Instruction.started,key_instruct_2.started,participant,session,date,expName,psychopyVersion,expStart,
,,,,,,,,0.03205259999958798,,0.017317200006800704,0.03205259999958798,,,,,,,
